customer_id,branch_id,application_date,region,rural_urban,age,gender,marital_status,household_size,education_level,employment_status,business_type,business_age_years,monthly_income,monthly_expenses,savings_balance,existing_debt,debt_to_income_ratio,savings_to_income_ratio,income_stability,collateral,credit_history_years,previous_defaults,mobile_money_score,loan_amount,loan_term_months,interest_rate,repayment_history,loan_cycle,group_lending,model_version,decision_timestamp,monitoring_date,risk_score,prediction_probability,risk_category,human_review,manual_override,drift_score,loan_status
CUST004820,BR004,2024-05-30,South,Urban,42,Female,Married,8,Secondary,Farmer,Retail,3,132982.76,69294.21,21483.68,4074.22,0.031,0.162,Moderately Stable,No,13,0,93.9,115987.4,12,8.02,Good,2,No,SAFE-MFI-v1,2023-02-21,2024-11-10,5,0.9241,Low,No,No,0.215,1
CUST004821,BR009,2025-06-01,North,Rural,40,Female,Single,2,Primary,Farmer,Agriculture,16,70776.76,47714.05,19151.52,6826.44,0.096,0.271,Unstable,No,1,0,52.7,58615.43,36,25.22,Good,3,Yes,SAFE-MFI-v1,2025-03-11,2025-03-09,4,0.8808,Medium,No,No,0.537,1
CUST004822,BR010,2024-09-08,North,Rural,40,Male,Widowed,3,Primary,Trader,Manufacturing,12,81550.58,49963.67,55103.31,245.45,0.003,0.676,Stable,Yes,20,1,75.3,272426.64,18,21.91,Good,4,No,SAFE-MFI-v1,2023-05-29,2023-09-01,3,0.8176,Medium,No,No,0.181,1
CUST004823,BR023,2024-02-10,Central,Urban,24,Male,Divorced,7,Tertiary,Self-employed,Transport,9,89997.96,56870.45,6385.82,5935.33,0.066,0.071,Stable,No,0,0,91.5,62360.54,6,16.34,Average,6,No,SAFE-MFI-v1,2023-11-20,2025-02-06,3,0.8176,Medium,No,Yes,0.146,0
CUST004824,BR023,2023-03-25,Central,Rural,32,Female,Single,1,None,Artisan,Retail,13,96988.0,52596.03,54374.09,10751.35,0.111,0.561,Moderately Stable,Yes,20,0,47.1,68402.54,36,16.42,Good,6,No,SAFE-MFI-v1,2023-04-16,2024-12-12,5,0.9241,Low,No,Yes,0.107,1
CUST004825,BR020,2023-12-08,North,Rural,35,Male,Married,3,None,Self-employed,Transport,4,146334.54,73621.6,53690.7,37270.77,0.255,0.367,Moderately Stable,No,7,0,85.9,136213.36,18,18.42,Good,2,Yes,SAFE-MFI-v1,2024-05-28,2024-01-01,6,0.9526,Low,No,Yes,0.087,1
CUST004826,BR029,2025-01-27,East,Urban,51,Female,Divorced,3,Primary,Self-employed,Manufacturing,18,143509.75,110396.95,43668.85,5205.46,0.036,0.304,Stable,No,4,1,83.7,291123.98,18,11.72,Good,6,Yes,SAFE-MFI-v1,2023-03-23,2025-07-17,4,0.8808,Medium,No,No,0.215,1
CUST004827,BR022,2025-06-06,North,Urban,43,Female,Married,8,Secondary,Salaried,Retail,17,46757.37,27576.38,16353.54,7823.53,0.167,0.35,Stable,No,10,0,45.6,63163.82,6,12.8,Average,3,Yes,SAFE-MFI-v1,2023-06-13,2024-02-22,4,0.8808,Medium,No,No,0.089,1
CUST004828,BR046,2024-08-05,East,Urban,37,Female,Single,2,None,Farmer,Services,4,33779.34,15500.13,7276.97,5557.02,0.165,0.215,Stable,No,10,0,85.0,7021.82,24,27.11,Average,1,Yes,SAFE-MFI-v1,2023-03-21,2025-07-13,4,0.8808,Medium,No,No,0.277,1
CUST004829,BR008,2025-01-23,West,Urban,38,Female,Married,3,Secondary,Trader,Agriculture,10,80686.83,42755.33,47190.85,10128.3,0.126,0.585,Moderately Stable,No,2,0,53.1,93794.99,12,23.86,Average,4,Yes,SAFE-MFI-v1,2023-06-22,2025-12-27,3,0.8176,Medium,No,No,0.19,1
CUST004830,BR003,2023-04-16,Central,Rural,25,Male,Divorced,7,Secondary,Artisan,Manufacturing,10,87597.96,42529.03,35472.16,18310.4,0.209,0.405,Stable,Yes,4,1,76.6,23335.49,12,24.28,Good,3,Yes,SAFE-MFI-v1,2024-01-28,2023-08-07,3,0.8176,Medium,No,No,0.291,1
CUST004831,BR043,2024-06-19,North,Rural,20,Female,Widowed,2,Secondary,Trader,Transport,10,99472.05,49522.93,53297.5,12300.57,0.124,0.536,Moderately Stable,Yes,19,0,90.0,90098.6,12,15.49,Average,6,No,SAFE-MFI-v1,2023-10-25,2025-07-23,5,0.9241,Low,No,No,0.224,1
CUST004832,BR025,2025-09-14,West,Rural,31,Female,Divorced,2,Primary,Salaried,Retail,1,120828.49,43980.68,33249.52,4716.14,0.039,0.275,Unstable,No,5,0,58.2,148744.49,36,17.81,Average,2,Yes,SAFE-MFI-v1,2024-08-19,2024-11-15,4,0.8808,Medium,No,No,0.466,0
CUST004833,BR008,2025-06-04,East,Urban,40,Female,Widowed,4,None,Artisan,Retail,15,41875.0,19543.32,19106.92,4313.38,0.103,0.456,Unstable,Yes,12,0,91.7,71850.82,6,24.1,Good,2,Yes,SAFE-MFI-v1,2024-04-30,2024-12-11,7,0.9707,Low,No,No,0.179,1
CUST004834,BR041,2023-12-28,North,Urban,32,Female,Single,3,Tertiary,Farmer,Transport,4,141567.68,88981.96,10494.03,2816.56,0.02,0.074,Unstable,Yes,20,1,75.3,260855.3,18,16.18,Good,4,Yes,SAFE-MFI-v1,2023-05-22,2023-11-25,4,0.8808,Medium,No,No,0.122,1
CUST004835,BR048,2023-07-05,South,Urban,36,Male,Divorced,5,Tertiary,Salaried,Manufacturing,3,52015.36,33487.76,36277.8,10176.84,0.196,0.697,Unstable,No,19,0,68.8,14974.81,24,17.93,Poor,3,Yes,SAFE-MFI-v1,2024-04-08,2025-12-29,-1,0.3775,High,Yes,No,0.313,0
CUST004836,BR049,2024-03-14,Central,Rural,36,Female,Divorced,3,Tertiary,Artisan,Agriculture,6,88468.4,44589.36,13388.2,3647.2,0.041,0.151,Unstable,Yes,6,0,85.0,47904.3,18,11.67,Good,2,No,SAFE-MFI-v1,2023-03-18,2024-10-04,6,0.9526,Low,No,No,0.119,1
CUST004837,BR037,2023-01-17,South,Rural,36,Female,Married,5,Tertiary,Trader,Manufacturing,0,29970.53,20924.35,2581.31,6471.76,0.216,0.086,Unstable,No,15,0,35.9,17674.1,6,27.56,Good,4,Yes,SAFE-MFI-v1,2023-05-25,2025-08-29,4,0.8808,Medium,No,No,0.096,1
CUST004838,BR043,2023-11-08,North,Urban,37,Male,Married,1,Primary,Artisan,Agriculture,2,75089.39,36886.81,19092.94,9599.79,0.128,0.254,Stable,Yes,0,1,95.8,67590.62,36,20.14,Poor,3,Yes,SAFE-MFI-v1,2025-02-01,2025-06-10,-2,0.2689,High,Yes,No,0.234,0
CUST004839,BR019,2025-05-17,Central,Rural,35,Female,Single,3,Primary,Salaried,Transport,4,111265.68,82557.84,22590.14,22586.98,0.203,0.203,Stable,Yes,0,0,65.7,228569.71,12,24.87,Good,4,Yes,SAFE-MFI-v1,2025-04-07,2023-08-09,5,0.9241,Low,No,No,0.273,1
CUST004840,BR018,2024-03-13,North,Urban,39,Male,Single,3,Tertiary,Artisan,Retail,5,137640.62,87650.98,63464.87,6940.5,0.05,0.461,Moderately Stable,No,15,0,79.9,46757.17,6,23.0,Average,1,No,SAFE-MFI-v1,2023-09-25,2024-12-04,4,0.8808,Medium,No,No,0.273,1
CUST004841,BR003,2025-05-23,North,Urban,51,Male,Widowed,6,None,Trader,Retail,9,69015.08,54492.09,16288.22,4394.15,0.064,0.236,Unstable,Yes,10,0,69.1,50936.82,18,27.71,Good,3,No,SAFE-MFI-v1,2025-11-13,2024-01-11,5,0.9241,Low,No,No,0.072,1
CUST004842,BR013,2024-09-09,South,Rural,18,Male,Married,4,Primary,Salaried,Transport,14,118684.6,67438.35,20483.47,15427.7,0.13,0.173,Stable,No,11,0,92.3,117357.08,24,9.17,Good,3,No,SAFE-MFI-v1,2024-08-31,2023-01-24,6,0.9526,Low,No,No,0.169,1
CUST004843,BR001,2024-12-26,East,Rural,45,Male,Married,4,None,Self-employed,Manufacturing,4,91119.04,34100.72,30317.18,65632.31,0.72,0.333,Unstable,No,10,1,90.7,94918.95,36,16.3,Average,4,No,SAFE-MFI-v1,2023-05-02,2025-04-24,-1,0.3775,High,Yes,Yes,0.29,0
CUST004844,BR041,2023-09-01,East,Urban,55,Male,Married,4,Tertiary,Trader,Transport,18,199983.13,142607.35,101721.55,30444.82,0.152,0.509,Unstable,Yes,7,0,55.2,88985.12,24,13.34,Average,1,Yes,SAFE-MFI-v1,2024-01-20,2024-02-06,9,0.989,Low,No,No,0.156,1
CUST004845,BR029,2025-01-30,Central,Urban,35,Female,Married,5,None,Trader,Retail,18,59236.87,38975.88,14901.44,9982.58,0.169,0.252,Unstable,No,14,1,41.5,18550.49,36,21.82,Good,3,Yes,SAFE-MFI-v1,2023-05-09,2025-04-03,3,0.8176,Medium,No,No,0.015,0
CUST004846,BR024,2025-10-27,East,Rural,42,Female,Widowed,5,Secondary,Farmer,Manufacturing,17,110890.77,80601.7,26477.23,15503.65,0.14,0.239,Stable,No,12,2,72.8,142039.91,24,8.5,Good,4,Yes,SAFE-MFI-v1,2023-06-13,2024-12-27,2,0.7311,Medium,No,No,0.073,1
CUST004847,BR013,2025-05-26,South,Rural,19,Female,Divorced,2,Primary,Salaried,Manufacturing,1,68699.81,45237.16,28238.32,8572.5,0.125,0.411,Unstable,Yes,9,0,80.7,46847.21,24,12.11,Good,2,Yes,SAFE-MFI-v1,2023-01-01,2024-07-05,6,0.9526,Low,No,No,0.223,1
CUST004848,BR043,2025-02-21,East,Urban,33,Male,Widowed,3,Tertiary,Farmer,Manufacturing,19,164867.2,103359.91,24845.79,17206.78,0.104,0.151,Moderately Stable,Yes,7,0,82.2,99080.15,24,20.59,Average,4,Yes,SAFE-MFI-v1,2023-08-28,2023-07-25,8,0.982,Low,No,No,0.069,1
CUST004849,BR002,2023-04-26,North,Urban,32,Male,Married,4,Tertiary,Salaried,Agriculture,11,91818.06,32306.91,62064.81,2798.53,0.03,0.676,Unstable,Yes,5,0,88.8,75096.9,36,22.04,Average,3,Yes,SAFE-MFI-v1,2023-04-22,2024-09-02,6,0.9526,Low,No,No,0.317,1
CUST004850,BR033,2024-12-10,North,Urban,41,Female,Divorced,6,None,Self-employed,Retail,12,121206.08,56637.14,79554.82,3462.88,0.029,0.656,Moderately Stable,No,14,1,48.1,23675.01,12,13.83,Good,1,Yes,SAFE-MFI-v1,2023-10-28,2024-02-23,4,0.8808,Medium,No,No,0.017,1
CUST004851,BR031,2023-06-14,South,Urban,21,Male,Single,3,Secondary,Trader,Transport,3,40051.81,16974.46,8848.7,9851.19,0.246,0.221,Stable,No,7,0,73.8,41820.29,6,15.63,Poor,4,Yes,SAFE-MFI-v1,2025-08-30,2023-07-26,-1,0.3775,High,Yes,No,0.109,1
CUST004852,BR031,2023-05-25,West,Urban,27,Female,Widowed,3,Primary,Salaried,Manufacturing,11,139083.45,87453.14,16929.91,10536.48,0.076,0.122,Unstable,Yes,9,0,94.1,158995.21,18,11.18,Good,4,Yes,SAFE-MFI-v1,2025-01-03,2025-12-03,8,0.982,Low,No,No,0.193,1
CUST004853,BR036,2025-02-12,North,Urban,45,Female,Widowed,5,None,Trader,Transport,20,283036.69,181833.51,114565.46,9657.63,0.034,0.405,Stable,No,14,1,40.5,181741.62,36,19.64,Average,6,Yes,SAFE-MFI-v1,2025-08-09,2024-08-26,6,0.9526,Low,No,No,0.037,1
CUST004854,BR038,2025-01-01,Central,Rural,33,Male,Widowed,4,Tertiary,Self-employed,Transport,11,45449.82,36016.74,3464.35,1969.96,0.043,0.076,Unstable,No,3,0,54.9,14039.6,36,18.11,Good,5,Yes,SAFE-MFI-v1,2025-09-22,2023-12-20,4,0.8808,Medium,No,No,0.051,1
CUST004855,BR014,2025-10-22,Central,Urban,34,Female,Single,5,Primary,Farmer,Services,12,174589.41,85495.64,51269.15,3867.24,0.022,0.294,Stable,Yes,17,0,83.0,69442.38,24,8.37,Average,4,Yes,SAFE-MFI-v1,2023-09-19,2023-08-22,8,0.982,Low,No,Yes,0.081,1
CUST004856,BR049,2025-12-12,West,Urban,37,Female,Widowed,6,Secondary,Self-employed,Manufacturing,9,103536.58,58214.75,7281.05,12678.64,0.122,0.07,Stable,No,13,2,77.7,45335.14,36,26.36,Good,5,Yes,SAFE-MFI-v1,2023-04-27,2025-03-17,2,0.7311,Medium,No,No,0.016,1
CUST004857,BR037,2024-03-25,North,Rural,47,Female,Widowed,6,Secondary,Self-employed,Services,17,82459.83,34392.16,12350.73,20740.57,0.252,0.15,Moderately Stable,No,6,0,86.0,23609.72,24,25.14,Good,3,No,SAFE-MFI-v1,2024-07-26,2024-07-09,5,0.9241,Low,No,No,0.141,0
CUST004858,BR030,2023-12-03,South,Urban,33,Male,Married,5,None,Farmer,Retail,0,85455.72,67603.67,17449.27,6031.02,0.071,0.204,Unstable,Yes,2,0,51.4,127274.95,36,21.48,Good,5,Yes,SAFE-MFI-v1,2024-01-23,2024-11-05,4,0.8808,Medium,No,No,0.089,1
CUST004859,BR020,2025-01-04,South,Rural,34,Female,Single,1,Primary,Farmer,Agriculture,14,95948.77,49940.14,34589.62,10257.36,0.107,0.361,Stable,Yes,20,0,77.3,50009.55,12,13.19,Good,6,No,SAFE-MFI-v1,2023-06-06,2024-04-05,5,0.9241,Low,No,No,0.214,1
CUST004860,BR009,2025-03-29,South,Urban,24,Female,Married,4,Secondary,Artisan,Retail,4,118643.54,65420.66,33835.39,22942.65,0.193,0.285,Stable,Yes,19,0,82.2,99044.26,6,9.3,Good,2,Yes,SAFE-MFI-v1,2023-11-28,2025-11-08,7,0.9707,Low,No,No,0.199,1
CUST004861,BR033,2023-07-09,North,Rural,54,Male,Single,5,None,Artisan,Retail,19,185296.09,75632.85,6252.96,10040.06,0.054,0.034,Moderately Stable,Yes,14,0,86.3,58950.62,6,9.07,Good,3,Yes,SAFE-MFI-v1,2023-07-27,2025-10-07,9,0.989,Low,No,No,0.261,1
CUST004862,BR050,2023-06-17,North,Rural,24,Male,Widowed,1,Primary,Self-employed,Agriculture,16,197875.56,106150.07,61560.2,40100.54,0.203,0.311,Moderately Stable,Yes,15,0,98.2,124407.99,36,10.5,Good,4,Yes,SAFE-MFI-v1,2023-03-09,2025-03-06,9,0.989,Low,No,No,0.162,1
CUST004863,BR018,2024-06-01,West,Urban,32,Female,Divorced,4,Secondary,Self-employed,Transport,8,139123.86,71719.47,12400.28,4008.07,0.029,0.089,Stable,No,13,0,64.7,97381.81,18,16.17,Good,4,Yes,SAFE-MFI-v1,2023-12-07,2023-04-05,6,0.9526,Low,No,No,0.31,1
CUST004864,BR041,2024-10-01,North,Urban,54,Male,Married,5,None,Self-employed,Services,15,139503.66,107273.66,105127.05,17320.33,0.124,0.754,Unstable,No,14,0,51.0,79840.55,36,13.58,Average,2,Yes,SAFE-MFI-v1,2023-05-15,2025-11-08,7,0.9707,Low,No,No,0.281,0
CUST004865,BR025,2023-07-15,South,Urban,52,Male,Single,3,Primary,Farmer,Manufacturing,3,78117.8,51475.53,13877.32,2855.72,0.037,0.178,Unstable,No,1,0,91.6,92656.9,24,25.31,Poor,3,Yes,SAFE-MFI-v1,2023-03-27,2023-12-05,-1,0.3775,High,Yes,No,0.186,0
CUST004866,BR012,2025-03-15,West,Rural,38,Male,Single,6,Tertiary,Trader,Services,20,229012.22,135945.78,42946.79,12578.15,0.055,0.188,Moderately Stable,Yes,6,0,56.2,327256.37,18,26.53,Good,1,No,SAFE-MFI-v1,2025-07-01,2025-01-15,7,0.9707,Low,No,No,0.179,1
CUST004867,BR015,2025-07-18,South,Urban,41,Male,Widowed,4,None,Farmer,Agriculture,16,94585.91,59688.53,27369.01,34010.7,0.36,0.289,Moderately Stable,Yes,2,0,92.0,137148.32,36,20.58,Good,4,Yes,SAFE-MFI-v1,2024-06-21,2023-08-05,6,0.9526,Low,No,No,0.201,1
CUST004868,BR013,2025-11-27,South,Urban,28,Male,Widowed,7,None,Farmer,Manufacturing,20,94404.66,71908.86,35211.69,2735.73,0.029,0.373,Stable,Yes,18,0,69.7,56214.35,36,22.89,Good,5,Yes,SAFE-MFI-v1,2025-12-07,2023-05-19,6,0.9526,Low,No,No,0.24,1
CUST004869,BR025,2025-04-30,East,Rural,47,Male,Married,1,Tertiary,Salaried,Manufacturing,18,46237.94,32275.85,15770.13,17033.61,0.368,0.341,Moderately Stable,No,7,0,78.5,41371.3,18,20.86,Good,3,Yes,SAFE-MFI-v1,2025-10-31,2023-12-31,5,0.9241,Low,No,No,0.066,1
CUST004870,BR048,2025-01-13,North,Rural,48,Female,Divorced,2,None,Self-employed,Agriculture,18,119511.92,49531.83,54148.9,20767.53,0.174,0.453,Moderately Stable,No,7,0,49.8,111433.57,12,12.74,Poor,2,Yes,SAFE-MFI-v1,2024-09-11,2025-11-27,1,0.6225,High,Yes,No,0.183,1
CUST004871,BR034,2025-07-06,East,Urban,47,Female,Married,5,Secondary,Artisan,Transport,4,68478.64,49532.05,15337.54,9028.43,0.132,0.224,Stable,Yes,3,1,86.1,37686.85,18,24.33,Good,6,Yes,SAFE-MFI-v1,2023-03-23,2025-09-05,3,0.8176,Medium,No,No,0.493,1
CUST004872,BR029,2023-04-14,Central,Rural,41,Female,Divorced,7,Secondary,Salaried,Transport,6,169277.54,105455.85,23339.58,21422.97,0.127,0.138,Stable,No,9,0,69.9,333924.95,18,26.31,Good,2,Yes,SAFE-MFI-v1,2025-06-13,2023-08-29,7,0.9707,Low,No,No,0.285,1
CUST004873,BR042,2024-10-11,West,Rural,34,Male,Widowed,3,Primary,Artisan,Manufacturing,5,84588.6,31332.09,16532.89,28823.05,0.341,0.195,Moderately Stable,Yes,1,0,61.4,90456.27,24,24.89,Poor,1,Yes,SAFE-MFI-v1,2024-08-23,2024-03-26,0,0.5,High,Yes,No,0.021,0
CUST004874,BR024,2023-12-03,North,Rural,36,Female,Widowed,2,None,Artisan,Manufacturing,9,87815.65,62468.44,19135.94,11836.17,0.135,0.218,Unstable,Yes,4,0,73.4,114570.39,18,24.32,Good,5,No,SAFE-MFI-v1,2024-03-08,2023-04-21,4,0.8808,Medium,No,Yes,0.111,1
CUST004875,BR044,2024-11-21,North,Rural,37,Male,Divorced,5,Primary,Farmer,Agriculture,5,86814.76,66938.51,17281.84,6152.25,0.071,0.199,Moderately Stable,Yes,8,0,90.1,253480.33,36,17.02,Average,3,No,SAFE-MFI-v1,2025-07-30,2025-02-28,5,0.9241,Low,No,No,0.136,1
CUST004876,BR008,2023-10-01,Central,Rural,47,Male,Single,1,Primary,Farmer,Agriculture,5,242814.31,140425.63,25178.48,32023.99,0.132,0.104,Unstable,Yes,12,0,84.8,49425.62,18,14.44,Poor,4,No,SAFE-MFI-v1,2025-10-10,2025-08-28,3,0.8176,Medium,No,No,0.217,1
CUST004877,BR026,2025-03-15,West,Urban,47,Male,Married,1,None,Trader,Agriculture,3,169502.57,129273.55,49625.03,21358.31,0.126,0.293,Stable,Yes,9,0,82.1,298481.47,18,20.1,Good,4,No,SAFE-MFI-v1,2025-02-22,2023-05-18,7,0.9707,Low,No,No,0.101,1
CUST004878,BR029,2025-06-06,North,Urban,49,Male,Divorced,5,None,Artisan,Agriculture,18,69390.72,33403.13,28638.62,2884.3,0.042,0.413,Stable,Yes,12,0,86.1,75215.19,24,15.86,Good,2,Yes,SAFE-MFI-v1,2023-03-06,2025-11-05,7,0.9707,Low,No,No,0.114,1
CUST004879,BR022,2024-11-06,Central,Urban,26,Female,Single,2,None,Self-employed,Manufacturing,20,81490.12,56525.8,17076.74,11951.84,0.147,0.21,Moderately Stable,No,11,0,67.0,126861.88,24,11.1,Good,5,Yes,SAFE-MFI-v1,2024-04-28,2024-08-08,5,0.9241,Low,No,No,0.22,1
CUST004880,BR020,2023-01-21,East,Rural,47,Male,Divorced,3,Primary,Artisan,Retail,4,95256.97,69418.74,80752.16,21537.22,0.226,0.848,Unstable,Yes,11,1,95.6,8565.42,36,11.62,Good,4,No,SAFE-MFI-v1,2023-02-26,2024-06-02,5,0.9241,Low,No,No,0.179,1
CUST004881,BR003,2023-02-08,East,Rural,45,Male,Single,3,Tertiary,Farmer,Transport,15,75618.09,54222.84,28521.02,14231.05,0.188,0.377,Stable,Yes,8,2,62.3,94421.83,18,11.74,Average,6,Yes,SAFE-MFI-v1,2025-09-15,2023-08-09,1,0.6225,High,Yes,No,0.223,0
CUST004882,BR030,2024-11-02,South,Rural,43,Female,Widowed,6,Primary,Artisan,Services,10,130728.02,95039.55,21891.65,12739.1,0.097,0.167,Stable,Yes,0,1,68.1,281431.03,18,19.8,Good,3,Yes,SAFE-MFI-v1,2024-07-21,2023-11-18,4,0.8808,Medium,No,No,0.479,1
CUST004883,BR011,2024-08-27,East,Rural,36,Male,Married,3,Secondary,Trader,Transport,2,85330.09,57643.93,20461.18,10052.89,0.118,0.24,Moderately Stable,Yes,0,0,72.1,134837.48,12,18.31,Good,5,Yes,SAFE-MFI-v1,2024-08-18,2024-05-05,4,0.8808,Medium,No,No,0.483,1
CUST004884,BR035,2023-12-22,East,Rural,30,Male,Single,8,Tertiary,Trader,Transport,4,181758.96,112464.32,12913.48,26080.94,0.143,0.071,Stable,Yes,7,0,42.2,95327.57,24,15.44,Average,6,No,SAFE-MFI-v1,2023-11-21,2023-12-06,5,0.9241,Low,No,No,0.092,1
CUST004885,BR002,2023-06-26,South,Rural,18,Male,Married,3,Primary,Self-employed,Transport,0,126649.18,73604.31,58808.14,40040.48,0.316,0.464,Unstable,Yes,1,0,52.5,91642.43,6,22.86,Good,3,Yes,SAFE-MFI-v1,2025-08-04,2024-03-12,5,0.9241,Low,No,No,0.087,0
CUST004886,BR026,2024-04-28,South,Rural,50,Male,Single,5,None,Farmer,Transport,17,69973.91,40548.02,30774.21,7500.11,0.107,0.44,Unstable,Yes,2,2,71.4,80191.33,12,12.54,Good,5,Yes,SAFE-MFI-v1,2025-10-23,2023-01-11,1,0.6225,High,Yes,No,0.332,1
CUST004887,BR013,2023-05-31,South,Rural,43,Male,Widowed,8,None,Salaried,Transport,12,118661.39,74658.69,53936.55,11473.12,0.097,0.455,Unstable,Yes,9,0,93.3,104617.36,24,21.05,Good,5,No,SAFE-MFI-v1,2023-06-15,2023-10-28,7,0.9707,Low,No,No,0.16,1
CUST004888,BR014,2025-09-15,South,Rural,30,Female,Divorced,5,Primary,Farmer,Manufacturing,0,84313.46,51865.14,33502.36,4931.43,0.058,0.397,Unstable,No,13,0,56.0,89684.2,36,20.06,Good,6,Yes,SAFE-MFI-v1,2025-10-01,2025-04-23,4,0.8808,Medium,No,No,0.157,1
CUST004889,BR001,2023-07-02,North,Urban,56,Male,Divorced,7,None,Farmer,Manufacturing,20,116068.16,90942.87,24326.55,4534.98,0.039,0.21,Unstable,No,8,0,78.8,16227.25,24,21.88,Good,3,Yes,SAFE-MFI-v1,2023-03-02,2023-08-30,6,0.9526,Low,No,No,0.081,1
CUST004890,BR049,2024-03-18,Central,Rural,48,Female,Divorced,3,Secondary,Salaried,Transport,15,112585.7,43043.31,27121.66,4413.17,0.039,0.241,Unstable,No,0,0,40.6,132658.22,6,17.05,Good,5,No,SAFE-MFI-v1,2023-04-09,2023-06-25,4,0.8808,Medium,No,No,0.162,1
CUST004891,BR006,2025-01-31,North,Urban,47,Female,Married,4,Tertiary,Self-employed,Services,15,82516.33,44306.6,4973.48,10446.98,0.127,0.06,Moderately Stable,Yes,15,1,73.6,70071.4,36,18.72,Good,2,Yes,SAFE-MFI-v1,2024-08-10,2024-01-07,4,0.8808,Medium,No,No,0.015,1
CUST004892,BR011,2023-10-20,South,Urban,48,Female,Single,5,None,Self-employed,Transport,17,50016.22,34411.86,10683.17,4281.05,0.086,0.214,Stable,No,7,0,76.2,28775.12,12,21.58,Average,4,Yes,SAFE-MFI-v1,2024-04-03,2025-04-30,4,0.8808,Medium,No,No,0.239,1
CUST004893,BR010,2023-10-06,South,Urban,21,Female,Single,7,None,Trader,Transport,4,62560.04,32548.58,29285.13,13377.07,0.214,0.468,Unstable,Yes,18,0,68.7,165298.86,12,20.48,Poor,2,Yes,SAFE-MFI-v1,2024-01-23,2024-08-27,0,0.5,High,Yes,No,0.145,1
CUST004894,BR011,2023-03-22,West,Rural,42,Male,Married,3,Tertiary,Trader,Manufacturing,16,71709.03,31577.37,52446.14,12822.32,0.179,0.731,Unstable,No,14,0,54.8,125326.28,12,14.87,Average,3,Yes,SAFE-MFI-v1,2024-02-11,2024-06-21,4,0.8808,Medium,No,No,0.543,1
CUST004895,BR031,2023-04-20,South,Urban,18,Female,Single,7,Secondary,Farmer,Transport,11,95673.14,55031.14,10820.48,3438.49,0.036,0.113,Moderately Stable,Yes,9,0,81.6,83778.87,12,13.27,Poor,4,No,SAFE-MFI-v1,2025-09-07,2023-09-26,1,0.6225,High,Yes,No,0.169,0
CUST004896,BR004,2024-08-25,East,Rural,46,Male,Married,1,None,Salaried,Transport,10,71352.74,42024.57,6011.49,3898.09,0.055,0.084,Moderately Stable,No,2,0,27.0,79455.95,36,17.27,Good,4,No,SAFE-MFI-v1,2025-08-30,2023-05-08,3,0.8176,Medium,No,No,0.295,1
CUST004897,BR015,2025-05-10,South,Rural,52,Male,Single,4,None,Farmer,Transport,11,153752.02,83909.19,17873.1,25752.59,0.167,0.116,Unstable,Yes,19,0,37.4,114072.88,12,17.08,Average,4,No,SAFE-MFI-v1,2024-04-17,2024-12-27,6,0.9526,Low,No,No,0.041,1
CUST004898,BR050,2024-07-09,Central,Urban,50,Female,Single,2,Tertiary,Artisan,Agriculture,2,110705.57,80741.28,26750.01,25564.97,0.231,0.242,Stable,Yes,11,0,61.4,45399.12,24,9.09,Good,1,Yes,SAFE-MFI-v1,2024-04-15,2024-08-08,6,0.9526,Low,No,No,0.417,1
CUST004899,BR020,2025-01-28,West,Urban,38,Male,Widowed,4,Tertiary,Farmer,Agriculture,9,56662.68,23607.68,28627.45,12301.3,0.217,0.505,Stable,Yes,9,1,87.8,101247.41,36,17.63,Poor,6,No,SAFE-MFI-v1,2024-07-24,2024-10-14,-1,0.3775,High,Yes,No,0.226,0
CUST004900,BR015,2023-02-24,Central,Rural,18,Male,Widowed,5,Tertiary,Salaried,Agriculture,17,107032.4,68945.64,7594.05,16306.69,0.152,0.071,Stable,No,11,0,69.4,60634.99,18,11.05,Good,6,No,SAFE-MFI-v1,2024-05-01,2023-11-11,5,0.9241,Low,No,No,0.245,1
CUST004901,BR033,2023-10-09,East,Rural,37,Female,Divorced,5,Secondary,Farmer,Manufacturing,0,63938.43,24846.56,29853.06,10924.73,0.171,0.467,Moderately Stable,No,3,1,46.5,86489.13,36,24.76,Average,6,Yes,SAFE-MFI-v1,2023-02-27,2024-07-27,0,0.5,High,Yes,No,0.352,1
CUST004902,BR004,2025-02-18,North,Rural,50,Female,Married,8,Secondary,Farmer,Services,7,172696.72,85045.51,12373.1,14050.38,0.081,0.072,Unstable,Yes,2,0,56.6,274360.87,6,19.53,Good,5,Yes,SAFE-MFI-v1,2025-03-26,2024-08-29,7,0.9707,Low,No,No,0.302,1
CUST004903,BR033,2024-08-25,North,Rural,37,Male,Divorced,4,Tertiary,Farmer,Transport,19,92291.9,36139.86,3428.73,8953.96,0.097,0.037,Unstable,No,15,0,22.6,57301.19,24,27.41,Good,4,Yes,SAFE-MFI-v1,2024-10-24,2025-11-28,5,0.9241,Low,No,No,0.093,1
CUST004904,BR044,2024-08-29,North,Urban,38,Female,Single,7,Secondary,Trader,Agriculture,14,100075.17,61660.08,38647.59,9384.02,0.094,0.386,Stable,No,19,0,67.8,57551.22,18,10.8,Good,6,Yes,SAFE-MFI-v1,2024-05-12,2024-10-18,6,0.9526,Low,No,No,0.46,1
